w1,w2,w3,w4,w5,w6,w7,w8
21.011051752078135,-219.47683086403583,1164.4114008568615,-3440.582049012855,5908.897862279324,-5847.855646245648,3086.06501329682,-671.0154458175526
11.124977954073248,-93.65306462617781,426.85831072918177,-1083.058879573296,1555.3140676879013,-1215.7557007063997,451.6886214630225,-51.1503564843126
10.520651810620315,-86.5536525305084,385.9513978138388,-952.7163324158153,1314.2940320867253,-958.4086848884307,304.5709130309505,-16.305704549958804
10.992478316303536,-94.59110707460387,439.47168729119596,-1135.4750088138635,1664.4449142463861,-1338.8095532569027,523.3969536584506,-68.07670754322126
11.013122888530471,-92.53941950219195,421.1499000747738,-1065.1397897890167,1520.2386701725504,-1174.5425833468103,425.3221653236084,-44.12982600383043
10.60614378215666,-88.19187803803814,397.2871174756474,-990.8273812615554,1384.014736128063,-1029.1563249011967,341.8413692100107,-24.21258952789805
16.258047390846578,-163.24738352274198,842.4895754004979,-2426.1355803418815,4056.9442783169525,-3897.2963364891016,1986.7649064055572,-414.45430399662
10.755096845611895,-91.97133529485157,424.68393984660275,-1087.4321660095188,1571.8778159346114,-1234.7748394513826,460.5491474562318,-52.33378351589466
11.05905567642474,-95.94530137214353,448.8641568736642,-1166.366422266845,1718.892150014296,-1391.2385786726832,549.0804897977376,-72.98233725624252
10.050516514724658,-82.38770476461893,366.2309338482961,-895.8820405042806,1212.063791354985,-847.0146237107027,237.67505926392352,0.6111384555625594
10.730464284133413,-92.2436547612392,427.9146108339653,-1101.6713295931652,1603.9927240996483,-1274.077267018784,485.32792861615434,-58.63449668690011
10.35868120622274,-85.35645403100872,380.3271974646664,-936.7506117691428,1287.0057851685312,-930.957895740781,289.6003097450558,-12.883284415076465
17.903131162919617,-181.97840195318267,947.2061991518146,-2750.5179816407585,4641.231376609568,-4505.858074154025,2326.437768567855,-493.04914967528134
10.26226443447771,-84.48109190571526,376.69969594946906,-927.8488843404468,1272.8012455165047,-916.2094777495325,280.6023225298503,-10.481710112211177
11.408698812543422,-100.38385854334763,475.00412396855654,-1250.817512301027,1876.9497390905185,-1561.9391971572188,647.701298316374,-96.55668603272007
10.232728999806474,-84.5163041379993,377.43838948234196,-928.2349210260487,1266.3336751382164,-899.6573874936394,265.00767912795965,-5.251835970720456
10.12606199307055,-83.5026757238863,372.3333985980436,-912.8666723971327,1237.9014312391057,-868.1197883026662,245.86064260437647,-0.38065198647698295
9.49240361481101,-76.17909720457273,330.3997958083069,-780.4086201628681,995.8647599779085,-613.4943943629621,102.78329707017951,32.86998413594416
17.097480978679116,-168.6873826075875,859.3014847345947,-2449.868474282472,4062.2066010442218,-3872.3126576780473,1958.9839078279992,-405.3428722263072
9.88531105751649,-80.72582480158897,356.1783058950476,-860.8267461021787,1140.9050144769121,-764.0699667682233,186.27596667598365,13.722610414740476
10.401054052091114,-87.16549975265463,394.41938806524695,-983.3688734288418,1365.4568916004832,-999.418741965861,317.45805716248566,-16.41764385328097
10.489780656168712,-88.04931150915048,398.8759973115773,-995.9257942076481,1385.9793120602742,-1018.5965880615519,326.86622376946787,-18.269396258112867
18.015916841648927,-178.83645643661762,914.7898936820727,-2622.472405876987,4380.432569075165,-4215.553725100936,2158.5466970196903,-453.53601204931323
10.899295554593435,-95.18842402202009,446.63478462144684,-1159.8933431678959,1702.3541762195637,-1365.28815246126,528.2823907201735,-66.43708971429828
10.556473583047378,-89.36091015811121,407.8717361066252,-1027.3729688615815,1447.676891226664,-1087.3109098309703,367.44105671652125,-28.133982228746948
10.372614448046155,-87.35051637939388,396.9735762937764,-993.9257484512186,1386.9688445332342,-1022.7885251580498,330.3514588323915,-19.236426176883867
10.369619791204155,-87.5095590098861,398.25532443249193,-997.6873516404692,1391.9776521104732,-1025.3401389441965,329.99414486363077,-18.692124188897203
10.459015797826925,-88.5923370358602,404.23531895163813,-1015.1651406327901,1420.6956529341073,-1051.7632387351496,342.5427230152615,-21.038973987378792
19.558290493905734,-201.29032606294018,1056.4272266983369,-3095.699011889187,5280.346401458268,-5193.1913689009725,2723.429500223583,-588.1788754171079
9.65810788441422,-79.24584202847558,350.28291902507476,-843.7255973009402,1106.0065565776056,-719.4549176916726,155.1937172931272,22.629329726185755
10.35819990073419,-88.75258351324254,408.8003371413886,-1037.3235461669476,1472.5615543123595,-1116.9432680326308,384.7285790575354,-32.07639670858182
10.850493836939327,-92.17029358082658,422.53563481100184,-1075.4941633751396,1545.6068593358425,-1205.2105332598624,443.6080414570106,-48.37442121771264
11.079277962660207,-95.17333252717992,439.63646703601654,-1126.7823761491575,1633.1706094062329,-1290.6438297203995,487.95631318184024,-57.86782465250248
10.842506636253425,-94.07350981393954,438.15999964624706,-1129.6203865334135,1644.5251586312452,-1304.479746842462,495.1457102935899,-59.138055196395314
10.109879804930834,-84.02998727487768,376.5049256783833,-926.0771782438596,1259.147812214539,-885.7729286278824,252.50040237087663,-1.0247441034980895
10.89944958376414,-95.51180042631678,448.7988394384843,-1165.9034184642194,1710.2816097846783,-1369.4257929620069,527.8240552110518,-65.59081685021815
10.052224946013546,-83.28516591778784,371.93995680485517,-910.1150328300669,1226.1489889369152,-846.0928872362211,226.94686968608653,5.769739787412467
10.452562684322153,-88.63430380316909,404.47601035060296,-1015.8869671903086,1422.296584272051,-1054.090158070462,344.3219166575152,-21.560245122045504
10.304582125102733,-88.53375112621596,408.2978464034787,-1035.3462616552554,1465.6987102833127,-1104.7803491813017,374.52626712972716,-28.805751156998898
16.710087185672585,-168.60464690204415,872.0558612601852,-2519.8209243515166,4235.3490435725425,-4097.496210474464,2108.1349470302525,-445.01348079874504
10.271359388002011,-88.17995625301864,406.169088676136,-1027.6555761520815,1449.2208951819496,-1084.4454825148707,361.2223784474988,-25.239444006592002
9.880244504555765,-82.12445800157874,367.417927141674,-897.9542713486255,1203.4255489641323,-819.006581482009,208.9456079917285,10.7785456850626
10.467765722666538,-91.16612586275149,425.75278329082545,-1094.4212475484685,1577.096763095627,-1223.193842713317,440.82401241909304,-43.99086441784644
9.912880811482513,-82.77838399319062,372.03909251069416,-913.8478243150429,1233.1360845216054,-849.7600279663086,225.47408933797186,7.191205016769439
9.496160468319555,-77.75170291126989,342.51051856109035,-818.544860321366,1055.477972629247,-659.1740536734235,116.267869868242,33.07513231279301
10.100356551677596,-85.05463046263081,386.0571426706652,-963.656148198948,1336.9896283746805,-974.377258987482,304.81689298394457,-13.523728071713816
10.648550028530643,-90.4574549951674,413.037909020619,-1040.2933040331752,1466.3121821171915,-1102.7569224067151,374.13238073948526,-29.2385570521965
9.536508636420882,-78.05062591057055,344.04301672346304,-825.5330506696582,1075.2424057056942,-689.3817167681923,139.33404488045912,26.16325931733113
10.01474563431351,-85.69847829682621,393.63233750128336,-991.9495716745619,1389.83111109019,-1027.3534787449523,331.8609164953646,-18.981614468484846
9.449932570039403,-77.53202495225675,342.34528537520276,-820.892575975202,1064.5639940717738,-673.5280713966006,126.92136496789965,30.027100441703546
10.607977229557825,-92.32014730364033,430.44866119232717,-1105.9996063069182,1595.6040625566686,-1242.0823865363093,451.8876804138671,-46.7688033169395
19.14156713905149,-197.55912444054687,1038.1586716688078,-3042.23644982524,5184.83470985657,-5091.5733903296305,2664.5411541937965,-573.9190872514907
10.254699281520677,-86.97713220985325,396.82654574717196,-994.8716728664414,1386.960935973875,-1018.3313583227723,324.24551474631687,-16.730555802102575
10.421366044032359,-90.10959073513064,417.8286014551467,-1065.8332155688768,1520.8983676420687,-1161.4924281565634,405.206587479864,-35.5422672269204
9.866900900215052,-84.22025730366911,385.83999459294773,-967.1774239736187,1341.6242684527172,-971.6958101731391,297.01369870828495,-9.889562805889966
9.293701033422096,-75.55390102566024,330.1502932342772,-779.0179823230735,981.1388644692913,-577.8833305248304,68.43680596683649,44.79732473347608
9.623689819533878,-81.51956993484431,370.5729068034311,-919.2705043625124,1254.3187730059958,-879.7504489764658,245.12306871582643,2.2564051641545353
9.625326510282584,-79.46133202204712,352.9464181764605,-852.8676581385631,1120.134009053827,-728.9349036758038,156.27332667009958,23.655913587211558
9.667798130248286,-80.41812283126771,360.14758224377573,-878.7073336243913,1170.4774664477545,-783.595548893623,187.33515424846334,16.466351200041835
8.952568997065793,-72.54047888218432,315.91355500668874,-738.8779062736472,911.7820553563312,-506.0599479386209,27.579570157589984,54.605126245753695
10.353862592098885,-90.48845384813472,423.2948739096618,-1086.8031946704489,1559.111717476466,-1197.1808498597559,421.01333314028665,-37.913395714790596
10.138866349680859,-87.59756859527286,405.66229189428276,-1029.6523325393714,1453.8816392252936,-1086.7923596934513,359.6079111630981,-23.86709732189171
17.10460855680853,-174.0797171909744,905.9704116219565,-2629.8975343412817,4436.3867948508405,-4305.473568670021,2221.8511991589185,-470.53245909032387
9.529166487380841,-78.92882158684156,351.5286504044469,-850.3201978776041,1115.9426804460174,-723.2355943292754,151.69481548667412,25.162546957643226
9.288311881167274,-76.40491977944359,338.30955437088386,-812.8302522286767,1055.3124331230501,-667.5745017802783,124.8121433393001,30.43265924722675
9.723212146340034,-80.13367532312705,355.640551842378,-861.879364832851,1142.7131873013147,-762.8976512027264,182.6316077808318,15.575308565149589
9.805376184406969,-81.34073910030496,363.5498073835008,-888.237849231536,1190.9716648361518,-812.0335773210971,208.59655767053619,10.06562614644802
9.374430531342234,-76.66212709141585,337.74825357918616,-807.469865390375,1041.96936696227,-651.8978448347635,115.96402139408032,32.3424942276972
9.461340897703629,-79.6693242203248,361.1470054896974,-892.876397466637,1211.43633689375,-839.7396351043465,225.2761131472199,6.326917099277446
10.244027853257185,-88.49084742580166,410.4822731559002,-1045.7996434050044,1486.7394717406735,-1125.9651106629688,384.5675072316769,-30.38458043272851
9.43508524429715,-78.00299636951615,347.5745927071407,-841.4081065665798,1105.0321865091207,-716.5664923807236,150.2781350440689,25.03843463964989
9.676257148917676,-82.21260233505525,375.8198500650827,-938.4081715737916,1291.8626988905694,-920.606669499522,268.2681534099672,-3.019771533685234
9.994298283720445,-86.23683371239883,399.7521554525834,-1015.2402074981094,1433.171329904121,-1069.5285323668695,351.8749951002159,-22.395676335847842
17.466865423939957,-172.8595316216023,881.0753005742171,-2514.82747247132,4178.964576356957,-3996.583161223631,2030.8768708506464,-422.7273140931689
10.050369514744416,-87.31594010787192,407.15912013662387,-1040.5603426428734,1481.1910461640903,-1120.9016729502275,380.88977239308304,-29.11841008318683
9.358055526636354,-78.59409394869277,355.55892234618955,-875.0422186915818,1176.0474099511362,-797.8193995573193,198.32784174684943,13.53948252371223
9.18463792428846,-77.20728081399103,349.9873941805473,-862.4022688535457,1159.2173693150037,-784.8648541361089,193.03950411110466,14.415651927555686
9.104118131315683,-75.99005072757467,341.77979341389084,-833.3226001815204,1101.2759723523861,-719.5383717441975,154.13915155194775,23.92348098401021
9.648065786725496,-82.24902294889658,377.6181559791754,-946.7151016701758,1309.0246986365894,-938.8587661791765,277.87037324056035,-4.945712154747407
16.096044792066042,-158.18667861293892,802.8215250040337,-2282.0897187329306,3775.3735860324805,-3591.7999897744608,1813.3789941190967,-374.2745325748174
8.769641811019458,-72.17827451423827,321.10745121412367,-771.4456370070161,993.4926938565695,-610.8953056351202,95.36063908026323,37.14705383705532
8.96097421791773,-72.755281867547,319.46375545458324,-756.3574303550367,952.9194023028091,-557.3905401877273,60.19893239682029,46.34668635333365
10.118508954286499,-87.69840366463616,409.21194760700456,-1047.7935662758803,1496.0551885435732,-1138.142974859367,391.2943784752492,-31.63057191457689
9.559734851119975,-80.66054848283214,368.6665920927522,-924.911678014849,1286.5989011362287,-937.2383505094718,290.70600399735645,-11.361954757637426
10.404456748634432,-89.91197973729096,420.5239901522933,-1085.8844445853513,1576.9406668654428,-1240.0460679858174,460.090174253681,-50.69423700355477
15.75012179853152,-152.95485544435573,768.700268357947,-2163.880405335084,3541.688081005107,-3327.4497613845374,1654.393399923576,-334.9204534653951
20.184407582917242,-209.5680128637833,1106.305284933081,-3253.6464083823194,5561.399231437363,-5475.7303783058815,2873.0761118997116,-620.591371436171
16.491878246635768,-166.38364673816176,860.5160372789669,-2481.3423796112074,4153.325777737177,-3993.2363311698036,2037.3888927301543,-425.43422789176526
17.155771675053664,-174.09112126671357,903.9181641360449,-2615.4833784338916,4392.943203598791,-4239.827272249491,2173.079430351373,-456.3466158823553
15.773912330542753,-152.64063731036785,765.8006185933133,-2151.297900527092,3510.6640975906944,-3284.6678724694607,1623.9452705215906,-326.23722768896795
16.66696738866129,-160.61581857450113,803.2419976073469,-2257.4202333826724,3698.9162781371315,-3488.1085796373736,1745.4460714815184,-356.7648176538948
17.25851754809526,-174.65679231907006,905.249212835638,-2615.06928052554,4384.816759155876,-4223.901442092118,2160.0541931027633,-452.37953629404495
15.706505629901049,-151.71377207475808,767.2040507698205,-2189.4833913023554,3654.9165803137776,-3523.4301876192712,1810.7439756414306,-382.6381888323879
15.27546095053158,-147.82449141300728,748.5917600679435,-2138.0015423601562,3570.5477600984295,-3443.0252410375188,1769.7288604581781,-374.0060984425639
15.630364680223213,-154.10711619988788,791.5535512142689,-2286.346662980449,3855.4232046931165,-3751.7791061525,1946.4865000610287,-415.5710016963086
15.631261433306832,-153.78363983923424,788.8484891557893,-2274.9154037374938,3828.352314839908,-3716.0749851313776,1922.1030736385303,-408.86221821460254
